ID,NpcId,SceneId1,Pos1,SceneId2,Pos2,SceneId3,Pos3,SceneId4,Pos4,SceneId5,Pos5,TaskAccept,TaskFinish,TaskTarget1,TaskTarget2,TaskTarget3,TaskTarget4,TaskTarget5
323,15951,15,"34.20197,4.27,66.20994",,,,,,,,,12006420|12006120|12006220,12006420|12006120|12006220,,,,,
324,15952,15,"58.06828,4.27,70.94011",,,,,,,,,12006430|12006130|12006230,12006430|12006130|12006230,,,,,
325,15953,15,"30.77815,8.29,73.46962",,,,,,,,,12005840|12005841|12005842|12005940|12005941|12005942|12006440|12006441|12006442|12006140|12006240|12006241|12006242,12006441|12006442|12006140|12006241|12006242,,,,,
326,15954,15,"59.29763,4.27,70.65319",,,,,,,,,12006450|12006150|12006250,12006450|12006150|12006250,,,,,
327,15955,15,"54.70022,4.27,51.85737",,,,,,,,,12006460|12006160|12006260,12006460|12006160|12006260,,,,,
328,15963,15,"65.84888,8.29,63.72869",,,,,,,,,12006431|12006131|12006231,12006431|12006131|12006231,,,,,
329,15965,15,"65.46841,8.29,64.52652",,,,,,,,,12006413|12006111|12006213,12006413|12006111|12006213,,,,,
330,17602,15,"61.61157,4.27,66.67829",,,,,,,,,12006451|12006151|12006251,12006451|12006151|12006251,,,,,
331,17603,15,"61.51472,4.27,65.12129",,,,,,,,,19001691|12006452|12006152|12006252,12006452|12006152|12006252,,,,,
332,1602,16,"99.23,16.99,63.32",,,,,,,,,,,,,,,
333,1603,16,"101.81,12.7,83.48",,,,,,,,,,,,,,,
334,1604,16,"99.04,17.04,39.89",,,,,,,,,,,,,,,
335,1605,16,"46.6,17.04,95.89",,,,,,,,,,,,,,,
336,1606,16,"46.66235,17.04,102.72",,,,,,,,,12005010,,,,,,
337,1607,16,"96.43987,17.04,152.4638",,,,,,,,,,,,,,,
338,1608,16,"102.8979,17.04,152.2742",,,,,,,,,,,,,,,
339,1609,16,"152.7104,17.04,102.7002",,,,,,,,,1004430,1004420,,,,,
340,1610,16,"152.67,17.04,96.14",,,,,,,,,,,,,,,
341,1611,16,"97.22805,12.7,83.36749",,,,,,,,,,,,,,,
342,1612,16,"83.08275,12.68,101.69",,,,,,,,,,,,,,,
343,1613,16,"83.14,12.68,97.42",,,,,,,,,,,,,,,
344,1614,16,"115.82,12.7,97.17",,,,,,,,,,,,,,,
345,1615,16,"115.8119,12.7,101.2513",,,,,,,,,,,,,,,
346,1616,16,"101.5703,12.7,115.6453",,,,,,,,,,,,,,,
347,1617,16,"97.56918,12.63,115.6196",,,,,,,,,,,,,,,
348,1621,16,"108.1449,12.86,113.3106",,,,,,,,,,,,,,,
349,1624,16,"88.39524,12.62,109.1983",,,,,,,,,,,,,,,
350,1625,16,"47.77814,17.08,110.732",,,,,,,,,,,,,,,
351,1627,16,"84.67482,12.7,89.4176",,,,,,,,,,,,,,,
352,1628,16,"125.3482,17.13,144.9783",,,,,,,,,12004610,,,,,,
353,1626,16,"91.62924,17.35,156.35",,,,,,,,,,,,,,,
354,1633,16,"68.3,17.04,105.94",,,,,,,,,,,,,,,
355,12014,16,"95.55135,17.23,69.91226",,,,,,,,,,,,,,,
356,1634,16,"110.5308,17.04,45.45461",,,,,,,,,12003410|12003470|12003471|12003472|12002520,12003410|12003460|12003471|12003472|19008020,,,,,
357,1600,16,"63.43,16.99,103.34",,,,,,,,,,,,,,,
358,1601,16,"133.77,16.99,103.64",,,,,,,,,,,,,,,
359,1635,16,"151.8517,17.04,77.31117",,,,,,,,,,,,,,,
360,1629,16,"120.537,17.04,47.47613",,,,,,,,,,,,,,,
361,1636,16,"163.438,17.04,80.39317",,,,,,,,,,,,,,,
362,1637,16,"154.2582,16.99,89.01219",,,,,,,,,,,,,,,
363,1638,16,"72.23888,17.04,146.285",,,,,,,,,,,,,,,
364,1639,16,"141.9284,17.04,68.97958",,,,,,,,,20000020,,,,,,
365,1640,16,"139.6261,16.99,66.69127",,,,,,,,,,,,,,,
366,1641,16,"134.3895,17.04,86.88615",,,,,,,,,,,,,,,
367,1642,16,"134.56,17.04,83.22",,,,,,,,,,,,,,,
368,1643,16,"114.1,17.04,69.18",,,,,,,,,,,,,,,
369,1644,16,"114.0492,17.04,60.49208",,,,,,,,,,,,,,,
370,1645,16,"107.3872,16.99,39.23671",,,,,,,,,,,,,,,
371,1646,16,"138.9141,16.99,65.9129",,,,,,,,,,,,,,,
372,1647,16,"106.7741,16.99,39.62069",,,,,,,,,19002010|19002020|19002030,,,,,,
373,1648,16,"126.07,17.04,48.97",,,,,,,,,,,,,,,
374,1649,16,"126.9015,17.04,48.93427",,,,,,,,,,,,,,,
375,1650,16,"103.4102,17.04,48.23682",,,,,,,,,,,,,,,
376,1651,16,"79.14342,17.04,40.28979",,,,,,,,,,,,,,,
377,1652,16,"78.93367,17.04,41.20186",,,,,,,,,,,,,,,
378,1653,16,"80.15161,17.04,41.22677",,,,,,,,,,,,,,,
379,1654,16,"84.96526,17.04,67.74323",,,,,,,,,,,,,,,
380,1655,16,"83.15308,17.04,63.6591",,,,,,,,,,,,,,,
381,1656,16,"82.87047,17.04,65.03056",,,,,,,,,,,,,,,
382,1657,16,"64.16619,17.04,57.88178",,,,,,,,,,,,,,,
383,1658,16,"63.26498,17.04,58.27155",,,,,,,,,,,,,,,
384,1659,16,"62.65147,17.04,77.43655",,,,,,,,,,,,,,,
385,1660,16,"50.51171,17.04,72.12076",,,,,,,,,,,,,,,
386,1662,16,"61.60611,17.04,116.9503",,,,,,,,,19001500,19001500,,,,,
387,1663,16,"50.18861,17.04,89.37756",,,,,,,,,,,,,,,
388,1664,16,"45.95287,17.04,83.55001",,,,,,,,,,,,,,,
389,1665,16,"36.85,16.99,106.47",,,,,,,,,,,,,,,
390,1666,16,"66.18,17.04,115.32",,,,,,,,,,,,,,,
391,1667,16,"56.28426,17.04,129.3156",,,,,,,,,,,,,,,
392,1668,16,"56.08726,17.04,129.7817",,,,,,,,,,,,,,,
393,1669,16,"55.41,17.04,128.16",,,,,,,,,,,,,,,
394,1670,16,"82.89,17.04,139.94",,,,,,,,,,,,,,,
395,1661,16,"68.83125,17.04,92.94797",,,,,,,,,,,,,,,
396,1671,16,"67.95973,17.04,92.56297",,,,,,,,,,,,,,,
397,1672,16,"101.3965,17.04,138.4474",,,,,,,,,,,,,,,
398,1673,16,"101.5285,17.04,138.9072",,,,,,,,,,,,,,,
399,1674,16,"154.9293,16.99,121.2594",,,,,,,,,,,,,,,
400,1675,16,"139.8537,17.04,117.5453",,,,,,,,,,,,,,,
401,1676,16,"158.815,17.04,105.2189",,,,,,,,,,,,,,,
402,1677,16,"152.6799,16.99,115.6472",,,,,,,,,,,,,,,
403,1678,16,"163.9277,16.99,115.1837",,,,,,,,,,,,,,,
404,1679,16,"157.0148,16.99,122.5124",,,,,,,,,,,,,,,
405,1680,16,"107.9229,12.7,84.56898",,,,,,,,,20000000|20001400,20001400,,,,,
406,1681,16,"93.22356,12.7,105.9631",,,,,,,,,,,,,,,
407,1682,16,"93.25,12.7,106.3",,,,,,,,,,,,,,,
408,1683,16,"92.42043,12.7,104.4041",,,,,,,,,,,,,,,
409,1684,16,"87.95694,12.7,83.2099",,,,,,,,,,,,,,,
410,1685,16,"91.47745,12.7,115.9312",,,,,,,,,,,,,,,
411,1687,16,"95.43,16.99,38.74",,,,,,,,,12002810|12003810|12004410|12004470|12001820|3026010|3032010|21000060|21000070|21000080|21000100|21000110,12002850|12001850|21000060|21000070|21000080|21000100|21000110,,,,,
412,12920,16,"128.1829,16.99,142.7329",,,,,,,,,,12004670,,,,,
413,1688,16,"147.3057,16.99,126.5707",,,,,,,,,,,,,,,
414,1690,16,"154.18,16.99,113.0088",,,,,,,,,,,,,,,
415,1691,16,"134.1852,17.04,89.54798",,,,,,,,,,,,,,,
416,1692,16,"165.1096,16.99,109.4024",,,,,,,,,,,,,,,
417,1693,16,"151.4933,16.99,124.693",,,,,,,,,,,,,,,
418,1694,16,"133.4313,17.04,87.42148",,,,,,,,,,,,,,,
419,1689,16,"164.1992,17.04,86.64713",,,,,,,,,,,,,,,
420,1695,16,"131.7285,17.04,88.30526",,,,,,,,,,,,,,,
421,1696,16,"153.1526,17.04,83.34977",,,,,,,,,1004440,1004430,,,,,
422,1697,16,"153.33,16.99,83.42",,,,,,,,,,,,,,,
423,1699,16,"141.2423,17.04,105.631",,,,,,,,,,,,,,,
424,1698,16,"132.8121,17.04,90.21595",,,,,,,,,,,,,,,
425,1700,16,"121.8891,17.04,150.4949",,,,,,,,,,,,,,,
426,1702,16,"94.36503,17.04,48.9245",,,,,,,,,,,,,,,
427,1703,16,"103.083,17.04,58.09303",,,,,,,,,,,,,,,
428,1704,16,"77.10109,17.04,150.3441",,,,,,,,,,,,,,,
429,1705,16,"55.48109,17.04,70.14374",,,,,,,,,,,,,,,
430,1708,16,"103.3408,17.04,69.99062",,,,,,,,,17000012,17000012,,,,,
431,1709,16,"123.5297,16.99,147.3581",,,,,,,,,,,,,,,
432,50100,16,"41.6,17.04,105.12",,,,,,,,,,,,,,,
433,2033,16,"95.39999,17.04,137.656",,,,,,,,,,,,,,,
434,2037,16,"62.62251,17.04,89.28088",,,,,,,,,,,,,,,
435,2047,16,"64.79125,17.04,75.89463",,,,,,,,,,,,,,,
436,2042,16,"72.01279,17.39,68.29314",,,,,,,,,,,,,,,
437,2052,16,"113.2293,12.7,108.4433",21,"152.3941,17.23,146.9093",,,,,,,,,,,,,
438,1623,16,"52.70949,17.04,124.368",,,,,,,,,,,,,,,
439,1712,16,"143.2929,16.99,127.3929",23,"36.71,4.45,87.48",,,,,,,,,,,,,
440,1711,16,"139.4629,16.99,131.2129",23,"30.49,4.45,87.38",,,,,,,,,,,,,
441,50303,16,"154.74,16.99,105.2942",,,,,,,,,,,,,,,
442,50304,16,"154.6333,16.99,123.7105",,,,,,,,,,,,,,,
443,1713,16,"133.3171,16.99,125.0671",23,"31.83,4.45,95.6",,,,,,,,,,,,,
444,1714,16,"85.86084,12.7,106.3641",23,"38,4.45,95.45",,,,,,,,,,,,,
445,1715,16,"92.12288,12.7,95.2849",23,"39.19,4.45,109.94",,,,,,,,,,,,,
446,40151,16,"135.1,16.93,88.35",,,,,,,,,,,,,,,
447,1707,16,"91.81942,17.04,58.01168",,,,,,,,,,,,,,,
448,1701,16,"121.4557,17.04,151.1029",,,,,,,,,,,,,,,
449,50601,16,"107.1624,12.65,104.3213",,,,,,,,,,,,,,,
450,1716,16,"140.4871,16.99,94.21711",,,,,,,,,,,,,,,
451,1717,16,"137.2071,16.99,121.3071",,,,,,,,,,,,,,,
452,1718,16,"129.3871,16.99,129.0971",,,,,,,,,,,,,,,
453,1719,16,"135.4629,16.99,135.1629",,,,,,,,,,,,,,,
454,30175,16,"88.31763,12.65,109.5835",,,,,,,,,,,,,,,
455,30176,16,"88,12.65,109.17",,,,,,,,,,,,,,,
456,30178,16,"113.7219,12.65,108.1742",,,,,,,,,,,,,,,
457,30174,16,"93.14319,12.65,105.2603",,,,,,,,,,,,,,,
458,30179,16,"113.4791,12.65,108.9382",,,,,,,,,,,,,,,
459,30180,16,"108.243,12.65,83.97667",,,,,,,,,,,,,,,
460,30181,16,"98.44285,16.99,63.47657",,,,,,,,,,,,,,,
461,30182,16,"91.7559,16.99,57.95335",,,,,,,,,,,,,,,
462,30183,16,"162.9839,16.99,128.1166",,,,,,,,,,,,,,,
463,30184,16,"162.7679,16.99,127.7183",,,,,,,,,,,,,,,
464,30185,16,"162.8635,16.99,127.9868",,,,,,,,,,,,,,,
465,30186,16,"152.3717,16.99,115.2658",,,,,,,,,,,,,,,
466,30187,16,"147.6891,16.99,126.5253",,,,,,,,,,,,,,,
467,30188,16,"147.5889,16.99,127.0039",,,,,,,,,,,,,,,
468,30189,16,"140.8404,16.99,105.7051",,,,,,,,,,,,,,,
469,30190,16,"139.5019,16.99,118.0486",,,,,,,,,,,,,,,
470,30191,16,"140.9652,16.99,106.1036",,,,,,,,,,,,,,,
471,30192,16,"134.0914,16.99,103.9104",,,,,,,,,,,,,,,
472,30193,16,"140.2707,16.99,117.7264",,,,,,,,,,,,,,,
473,4710,17,"138.386,28.08,89.65",,,,,,,,,,,,,,,
474,13922,17,"145.4935,27.77,99.72156",,,,,,,,,19008120,19008120,,,,,
475,10771,18,"71.69,12.13,37.64",,,,,,,,,,,,,,,
476,10772,18,"36.2,12.94,43",,,,,,,,,,,,,,,
477,10773,18,"37.26,12.12,70.8",,,,,,,,,,,,,,,
478,10774,18,"101.59,12.12,38.8",,,,,,,,,,,,,,,
479,10775,18,"35.28,12.12,98.43",,,,,,,,,,,,,,,
480,10776,18,"90.7,12.12,65.6",,,,,,,,,,,,,,,
481,10777,18,"55,12.06,104.8",,,,,,,,,,,,,,,
482,5190,19,"108.2148,12.19,98.51636",,,,,,,,,,,,,,,
483,40571,19,"104.2,17.97,169.74",,,,,,,,,,,,,,,
484,5191,19,"34.55,12.34,91.19",,,,,,,,,,,,,,,
485,9994,19,"136.0238,12.19,106.5844",,,,,,,,,,,,,,,
486,4140,20,"74.37,8.604312,51.11",,,,,,,,,,,,,,,
487,12000,20,"101.1871,8.604309,78.4389",,,,,,,,,6002050,6002050,,,,,
488,12001,20,"49.6,8.60431,84.1",,,,,,,,,,,,,,,
489,1300,21,"143.194,17.23,118.13",,,,,,,,,1001010,1001000,,,,,
490,1301,21,"79,17.23,89.15",,,,,,,,,,,,,,,
491,1302,21,"78.96,17.23,92.78",,,,,,,,,,,,,,,
492,1303,21,"105.2799,17.23,131.3797",,,,,,,,,,,,,,,
493,1305,21,"104.8071,17.23,160.4471",,,,,,,,,,,,,,,
494,1306,21,"107.2729,17.23,165.6329",,,,,,,,,,,,,,,
495,1307,21,"130.66,17.23,168.07",,,,,,,,,,,,,,,
496,1308,21,"138.25,17.23,168.54",,,,,,,,,,,,,,,
497,1309,21,"138.36,17.23,189.59",,,,,,,,,,,,,,,
498,1310,21,"130.69,17.23,189.42",,,,,,,,,,,,,,,
499,1311,21,"121.78,17.23,195.88",,,,,,,,,,,,,,,
500,1312,21,"121.7,17.23,199.85",,,,,,,,,,,,,,,
501,1314,21,"165.1929,17.23,162.3971",,,,,,,,,,,,,,,
502,1315,21,"166.47,17.23,138.85",,,,,,,,,,,,,,,
503,1316,21,"166.26,17.23,132.75",,,,,,,,,,,,,,,
504,1317,21,"181.51,17.23,137.87",,,,,,,,,,,,,,,
505,1318,21,"181.75,17.23,134.16",,,,,,,,,,,,,,,
506,1319,21,"156.31,17.23,67.38",,,,,,,,,,,,,,,
507,1320,21,"156.01,17.23,70.85",,,,,,,,,,,,,,,
508,1321,21,"138.45,17.23,103.91",,,,,,,,,,,,,,,
509,1322,21,"130.56,17.23,103.59",,,,,,,,,,,,,,,
510,1323,21,"129.7,17.23,117.01",,,,,,,,,,,,,,,
511,1324,21,"139.57,17.23,116.65",,,,,,,,,20000310,,,,,,
512,1325,21,"115.14,17.23,131.76",,,,,,,,,,,,,,,
513,1326,21,"115.03,17.23,140.07",,,,,,,,,,,,,,,
514,1327,21,"129.69,17.23,155.42",,,,,,,,,,,,,,,
515,1328,21,"139.39,17.23,155.45",,,,,,,,,,,,,,,
516,1329,21,"154.08,17.23,140.24",,,,,,,,,,,,,,,
517,1330,21,"153.99,17.23,131.95",,,,,,,,,,,,,,,
518,1333,21,"112.57,17.23,106.96",,,,,,,,,,,,,,,
519,1334,21,"175.25,17.23,173.4",,,,,,,,,,,,,,,
520,1335,21,"166.2,17.23,78.36",,,,,,,,,,,,,,,
521,1331,21,"107.53,17.23,199.84",,,,,,,,,,,,,,,
522,1332,21,"107.69,17.23,195.99",,,,,,,,,,,,,,,
523,1336,21,"134.43,17.23,126.31",,,,,,,,,,,,,,,
524,1337,21,"124.6,17.23,137.67",,,,,,,,,,,,,,,
525,1338,21,"136.86,17.23,146.25",,,,,,,,,,,,,,,
526,1339,21,"144.62,17.23,134.22",,,,,,,,,,,,,,,
527,1345,21,"152.6621,17.23,164.7905",,,,,,,,,12005410,12005410,,,,,
528,1343,21,"126.574,17.23,129.9972",,,,,,,,,,,,,,,
529,12013,21,"133.1481,17.23,126.11",,,,,,,,,6002060|6002080,6002060|6002080,,,,,
530,12018,21,"165.9022,17.23,163.5068",,,,,,,,,,,,,,,
531,1346,21,"189.44,17.23,133.28",,,,,,,,,,,,,,,
532,12002,21,"173.24,17.23,168.01",,,,,,,,,6002000,6002000,,,,,
533,12003,21,"166.69,17.23,73.12",,,,,,,,,,,,,,,
534,1348,21,"86.51643,17.18,133.3267",,,,,,,,,1001040|1001090|1001100|1001110,1001040|1001090|1001100,,,,,
535,1349,21,"86.63005,17.18,133.0888",,,,,,,,,1001050|1001070|20001200,1001050|1001070|1001080|20001200,,,,,
536,1350,21,"107.6095,17.23,92.95936",,,,,,,,,12005210,,,,,,
537,1351,21,"131.2322,17.23,93.34499",,,,,,,,,,,,,,,
538,1352,21,"137.9267,17.23,64.88066",,,,,,,,,,,,,,,
539,1353,21,"138.4556,17.23,64.92943",,,,,,,,,,,,,,,
540,1354,21,"153.4329,17.23,107.2394",,,,,,,,,22002190,22002180|22002190,,,,,
541,1355,21,"152.8948,17.23,108.0127",,,,,,,,,,,,,,,
542,1356,21,"0,0,1",,,,,,,,,,,,,,,
543,1357,21,"97.73011,17.23,164.7392",,,,,,,,,,,,,,,
544,1358,21,"97.10905,17.23,164.9921",,,,,,,,,,,,,,,
545,1359,21,"105.881,17.23,117.2661",,,,,,,,,,,,,,,
546,1360,21,"186.696,17.23,146.4009",,,,,,,,,,,,,,,
547,1361,21,"187.4105,17.23,145.5845",,,,,,,,,,,,,,,
548,1362,21,"141.6036,17.23,191.8499",,,,,,,,,,,,,,,
549,1363,21,"104.93,17.23,193.8804",,,,,,,,,,,,,,,
550,1364,21,"148.0243,17.23,159.827",,,,,,,,,,,,,,,
551,1365,21,"162.5598,17.23,153.2771",,,,,,,,,,,,,,,
552,1366,21,"161.4037,17.23,146.2133",,,,,,,,,,,,,,,
553,1367,21,"160.7775,17.23,66.41189",,,,,,,,,,,,,,,
554,1368,21,"122.0702,17.23,112.3476",,,,,,,,,12003010,12003060,,,,,
555,1369,21,"150.7843,17.23,150.7625",,,,,,,,,12003020,12003010,,,,,
556,1370,21,"129.0332,17.23,152.259",,,,,,,,,,,,,,,
557,1371,21,"108.5972,17.23,122.3606",,,,,,,,,22002050,,,,,,
558,1304,21,"105.9509,17.23,140.6055",,,,,,,,,,,,,,,
559,9993,21,"158.4793,17.23,150.7918",,,,,,,,,,,,,,,
560,1372,21,"153.7217,17.23,157.1528",,,,,,,,,,,,,,,
561,1373,21,"154.0097,17.23,155.8884",,,,,,,,,,,,,,,
562,1374,21,"129.8794,17.18,109.7144",,,,,,,,,,,,,,,
563,1375,21,"155.2054,17.23,159.3946",,,,,,,,,,,,,,,
564,1376,21,"155.4392,17.23,157.8474",,,,,,,,,,,,,,,
565,1377,21,"152.9771,17.23,160.2738",,,,,,,,,,,,,,,
566,1378,21,"142.2225,17.23,195.9943",,,,,,,,,,,,,,,
567,1379,21,"142.4302,17.23,196.3755",,,,,,,,,,,,,,,
568,1380,21,"145.9059,17.23,197.4879",,,,,,,,,,,,,,,
569,1381,21,"144.3643,17.23,198.7154",,,,,,,,,,,,,,,
570,1382,21,"140.8812,17.23,162.8986",,,,,,,,,19002200|19001710|21000050|21000090,19002220|19001710|21000050|21000090,,,,,
571,1383,21,"170.7663,17.23,173.1589",,,,,,,,,,,,,,,
572,1384,21,"171.0546,17.23,173.711",,,,,,,,,,,,,,,
573,1385,21,"148.7121,17.23,167.2915",,,,,,,,,,,,,,,
574,1388,21,"110.7504,17.23,118.952",,,,,,,,,,,,,,,
575,1390,21,"111.5078,17.31,119.079",,,,,,,,,,,,,,,
576,1391,21,"130.6426,17.18,199.1102",,,,,,,,,,,,,,,
577,1393,21,"155.89,17.18,110.33",,,,,,,,,,,,,,,
578,1394,21,"152.89,17.18,117.63",,,,,,,,,,,,,,,
579,1395,21,"149.88,17.18,109.92",,,,,,,,,,,,,,,
580,1347,21,"121.5936,17.23,123.3952",,,,,,,,,1001000,1001020,,,,,
581,1396,21,"128.6765,17.23,144.5492",,,,,,,,,,,,,,,
582,1397,21,"108.33,17.23,132.02",,,,,,,,,,,,,,,
583,2034,21,"107.6683,17.23,142.2402",,,,,,,,,,,,,,,
584,1386,21,"148.826,17.23,167.2358",,,,,,,,,,,,,,,
585,9990,21,"125.7317,17.23,166.21",,,,,,,,,17000018,17000018,,,,,
586,1398,21,"87.53794,17.23,139.68",,,,,,,,,,,,,,,
587,1399,21,"86.7123,17.23,139.961",,,,,,,,,3000090|3000091,,,,,,
588,1389,21,"84.16163,17.18,167.923",,,,,,,,,,,,,,,
589,15979,21,"153.51,17.18,114.12",,,,,,,,,6002510,6002510,,,,,
590,1400,21,"147.61,17.18,103.72",,,,,,,,,,,,,,,
591,1401,21,"145.64,17.18,109.92",,,,,,,,,,,,,,,
592,1402,21,"146.06,17.18,113.03",,,,,,,,,,,,,,,
593,30249,21,"108.6943,17.18,122.2977",,,,,,,,,,,,,,,
594,30250,21,"108.7246,17.18,123.0793",,,,,,,,,,,,,,,
595,30251,21,"112.679,17.18,107.0233",,,,,,,,,,,,,,,
596,30252,21,"112.0539,17.18,106.9708",,,,,,,,,,,,,,,
597,30253,21,"121.9003,17.18,112.2832",,,,,,,,,,,,,,,
598,30254,21,"121.9271,17.18,112.9921",,,,,,,,,,,,,,,
599,30255,21,"153.2492,17.18,146.5476",,,,,,,,,,,,,,,
600,30256,21,"161.3549,17.18,146.4487",,,,,,,,,,,,,,,
601,30257,21,"161.6192,17.18,146.5274",,,,,,,,,,,,,,,
602,30258,21,"158.1302,17.18,151.0211",,,,,,,,,,,,,,,
603,30259,21,"143.4406,17.29,118.1168",,,,,,,,,,,,,,,
604,30260,21,"143.2934,17.18,117.6148",,,,,,,,,,,,,,,
605,30261,21,"153.3324,17.18,117.5588",,,,,,,,,,,,,,,
606,30262,21,"153.2885,17.18,117.1479",,,,,,,,,,,,,,,
607,30263,21,"149.1304,17.18,111.5819",,,,,,,,,,,,,,,
608,4230,22,"62.84,7.68,66.64",,,,,,,,,,,,,,,
609,40871,22,"115.26,6.46,83.75",,,,,,,,,,,,,,,
610,40301,23,"87.95,4.45,46.41",,,,,,,,,,,,,,,
611,4620,23,"42.33711,4.45,85.09711",,,,,,,,,1004450,1004440,,,,,
612,3482,24,"53.45,10.49,74.4",,,,,,,,,6001500,6001500,,,,,
613,3486,24,"71.81,10.57,38.65",,,,,,,,,,,,,,,
614,3481,24,"80.74,11.26,52.06",,,,,,,,,6000220|19004130|3005051,6000220|6002720|19003010|19004100|19004130|3005050|3005051,,,,,
615,3483,24,"61.38,10.49,74.46",,,,,,,,,12005250,,,,,,
616,3484,24,"75.33,10.49,65.44",,,,,,,,,1004101|6000200,1004100|1004101,,,,,
617,3485,24,"71.64396,10.49,67.19721",,,,,,,,,6000210,,,,,,
618,3692,24,"36.66,10.52,44.59",,,,,,,,,6000280,,,,,,
619,3487,24,"37.13,10.49,61.31061",,,,,,,,,,,,,,,
620,13788,24,"78.79597,10.52,38.33017",,,,,,,,,,,,,,,
621,5311,25,"141.26,12.27,98.42",2204,"141.26,12.27,98.42",2205,"141.26,12.27,98.42",,,,,,,,,,,
622,5310,25,"57.31,12.15,148.79",2204,"57.31,12.15,148.79",2205,"57.31,12.15,148.79",,,,,,,,,,,
623,40511,25,"88.6,17.7,97.5",2204,"88.6,17.7,97.5",2205,"88.6,17.7,97.5",,,,,,,,,,,
624,1027,26,"106.25,9.72,122.9",,,,,,,,,,,,,,,
625,1900,26,"107.2226,9.88,67.92369",,,,,,,,,,,,,,,
626,1901,26,"118.841,9.88,40.94631",,,,,,,,,,,,,,,
627,1902,26,"110.5291,9.88,41.09173",,,,,,,,,,,,,,,
628,1903,26,"148.0323,9.88,61.75992",,,,,,,,,,,,,,,
629,1906,26,"110.87,9.88,188.7658",,,,,,,,,,,,,,,
630,1907,26,"118.5306,9.88,189.0352",,,,,,,,,,,,,,,
631,1908,26,"53.16,9.88,122.04",,,,,,,,,,,,,,,
632,1909,26,"53.1898,9.88,129.6318",,,,,,,,,,,,,,,
633,1910,26,"71.09,9.88,122.03",,,,,,,,,,,,,,,
634,1911,26,"71.07542,9.92,130.47",,,,,,,,,,,,,,,
635,1912,26,"109.2,9.9,83.09718",,,,,,,,,20000410|20001700,20001700,,,,,
636,1913,26,"119.7218,9.88,83.19035",,,,,,,,,12003430,,,,,,
637,1914,26,"157.9523,9.88,130.23",,,,,,,,,,,,,,,
638,1915,26,"158,9.88,121.96",,,,,,,,,,,,,,,
639,1916,26,"119.9501,9.88,169.1753",,,,,,,,,,,,,,,
640,1917,26,"108.8,9.92,169.325",,,,,,,,,,,,,,,
641,1918,26,"85.3,9.88,63.5",,,,,,,,,,,,,,,
642,1919,26,"120.12,9.77,143.46",,,,,,,,,,,,,,,
643,1920,26,"108.95,9.77,143.35",,,,,,,,,,,,,,,
644,1921,26,"131.9302,9.72,135.0393",,,,,,,,,,,,,,,
645,1922,26,"132.0802,9.72,124.7411",,,,,,,,,,,,,,,
646,1923,26,"96.85966,9.77,135.2263",,,,,,,,,,,,,,,
647,1924,26,"96.9994,9.78,124.8147",,,,,,,,,,,,,,,
648,1925,26,"103.4599,7.48,107.4919",,,,,,,,,,,,,,,
649,1926,26,"125.7204,7.6,107.6026",,,,,,,,,,,,,,,
650,1927,26,"101.4299,9.78,119.4914",,,,,,,,,,,,,,,
651,1928,26,"127.4606,9.77,119.3447",,,,,,,,,,,,,,,
652,1930,26,"149.1647,9.88,70.87011",,,,,,,,,,,,,,,
653,1977,26,"126.7722,9.88,70.2334",,,,,,,,,,,,,,,
654,1978,26,"63.30711,9.94,65.76711",,,,,,,,,,12002710,,,,,
655,1979,26,"173.056,9.88,101.0333",,,,,,,,,,,,,,,
656,1980,26,"59.49099,9.88,147.3115",,,,,,,,,,,,,,,
657,1981,26,"59.41861,9.88,147.4705",,,,,,,,,,,,,,,
658,1984,26,"87.12867,9.88,53.78854",,,,,,,,,,,,,,,
659,12015,26,"106.13,9.88,61.28",,,,,,,,,6002100,6002100,,,,,
660,1985,26,"95.16681,9.88,70.40869",,,,,,,,,1005650|12003420|19001020,12003420,,,,,
661,1986,26,"93.91025,9.83,70.53079",,,,,,,,,,,,,,,
662,1987,26,"58.71,9.88,110.774",,,,,,,,,,,,,,,
663,1988,26,"172.79,9.88,112.15",,,,,,,,,,,,,,,
664,1989,26,"56.1692,9.88,101.1452",,,,,,,,,,,,,,,
665,1931,26,"143.1375,9.88,43.24116",,,,,,,,,,,,,,,
666,1932,26,"143.2292,9.88,45.0535",,,,,,,,,,,,,,,
667,1933,26,"176.7603,9.88,172.5953",,,,,,,,,,,,,,,
668,1934,26,"139.1103,9.88,53.64082",,,,,,,,,,,,,,,
669,1935,26,"134.44,9.88,49.68",,,,,,,,,,,,,,,
670,1936,26,"128.4491,9.88,47.74636",,,,,,,,,,,,,,,
671,1937,26,"136.17,9.88,41",,,,,,,,,,,,,,,
672,1938,26,"122.2375,9.88,52.64659",,,,,,,,,,,,,,,
673,1939,26,"122.4206,9.88,53.47717",,,,,,,,,,,,,,,
674,1941,26,"87.70662,9.88,45.11127",,,,,,,,,,,,,,,
675,1942,26,"95.64236,9.88,49.99877",,,,,,,,,,,,,,,
676,1943,26,"90.02363,9.88,44.64492",,,,,,,,,,,,,,,
677,1944,26,"83.85175,9.88,50.22824",,,,,,,,,,,,,,,
678,1945,26,"85.62072,9.88,49.91401",,,,,,,,,,,,,,,
679,1946,26,"106.8303,9.83,182.3935",,,,,,,,,,,,,,,
680,1947,26,"120.8509,9.88,179.2453",,,,,,,,,,,,,,,
